patterns,tag,responses
kitty,animal,Meow! Do you prefer cats over dogs?
kitty,animal,Meow! Do you prefer cats over dogs?
pool,animal,I love how cats purr when they're happy.
pool,animal,I love how cats purr when they're happy.
shuttle,animal,Birds can fly so gracefully. Do you have a favorite bird?
shuttlecock,animal,Birds can fly so gracefully. Do you have a favorite bird?
parrot,animal,I love the colors of parrots. Do you like birds?
parrot,animal,I love the colors of parrots. Do you like birds?
true sparrow,animal,Birdwatching can be so relaxing!
hedge sparrow,animal,Birdwatching can be so relaxing!
Pisces,animal,Fish are so peaceful to watch. Do you have a fish tank?
Fish,animal,Fish are so peaceful to watch. Do you have a fish tank?
Carassius auratus,animal,Goldfish are pretty cute! Ever kept one?
Carassius auratus,animal,Goldfish are pretty cute! Ever kept one?
fish tank,animal,I heard tropical fish are very colorful!
fish tank,animal,I heard tropical fish are very colorful!
Equus caballus,animal,Horses are majestic creatures! Have you ever ridden one?
cavalry,animal,Horses are majestic creatures! Have you ever ridden one?
crib,animal,Neigh! Do you love horses?
jigger,animal,Neigh! Do you love horses?
entire,animal,I think horses have a noble spirit.
entire,animal,I think horses have a noble spirit.
elephant,animal,Elephants are so wise and majestic! Did you know they have great memories?
elephant,animal,Elephants are so wise and majestic! Did you know they have great memories?
tusk,animal,Elephants are the gentle giants of the animal kingdom.
detusk,animal,Elephants are the gentle giants of the animal kingdom.
Lion,lion,Lions are the kings of the jungle! Do you like big cats?
social lion,lion,Lions are the kings of the jungle! Do you like big cats?
power of the hobo camp,lion,Roar! Lions are fierce and powerful animals.
magnate of the hobo camp,lion,Roar! Lions are fierce and powerful animals.
Panthera tigris,animal,Tigers are so powerful! They have such beautiful fur.
Panthera tigris,animal,Tigers are so powerful! They have such beautiful fur.
Panthera tigris band,animal,"The tiger's roar can be heard from miles away. Quite impressive, right?"
Panthera tigris clean,animal,"The tiger's roar can be heard from miles away. Quite impressive, right?"
hare,animal,Rabbits are so cute! Do you like bunnies?
cony,animal,Rabbits are so cute! Do you like bunnies?
bunny rabbit,animal,Bunnies can hop so fast! What's your favorite pet?
bunny rabbit,animal,Bunnies can hop so fast! What's your favorite pet?
rabbit,animal,I hear rabbits are great at hiding in burrows.
rabbit,animal,I hear rabbits are great at hiding in burrows.
overawe,animal,Cows are so calm and gentle! Do you like farms?
overawe,animal,Cows are so calm and gentle! Do you like farms?
low,animal,Moo! Cows provide us with milk. Ever been on a farm?
low,animal,Moo! Cows provide us with milk. Ever been on a farm?
sheep,sheep,"Sheep are so soft, especially their wool! Do you like knitting?"
sheep,sheep,"Sheep are so soft, especially their wool! Do you like knitting?"
fleece,sheep,Baa! Sheep are very friendly animals.
fleece,sheep,Baa! Sheep are very friendly animals.
stooge,animal,Goats are so playful! Have you ever seen a baby goat?
stooge,animal,Goats are so playful! Have you ever seen a baby goat?
jolly,animal,I love how goats climb on anything! They're so curious.
Thomas Kid,animal,I love how goats climb on anything! They're so curious.
zebra,zebra,Zebras' stripes are so unique! Have you ever seen one in the wild?
zebra,zebra,Zebras' stripes are so unique! Have you ever seen one in the wild?
uncase sawbuck,zebra,Zebras are like horses with a beautiful twist.
undress sawbuck,zebra,Zebras are like horses with a beautiful twist.
ophidian,snake,Snakes can be fascinating! Do you like reptiles?
serpent,snake,Snakes can be fascinating! Do you like reptiles?
snake,snake,I think snakes are both beautiful and scary.
snake,snake,I think snakes are both beautiful and scary.
toad frog,animal,"Frogs are so cute, especially when they hop around!"
Gaul,animal,"Frogs are so cute, especially when they hop around!"
ribbit,animal,Ribbit! Frogs are amphibians with some cool skills.
ribbit,animal,Ribbit! Frogs are amphibians with some cool skills.
koala bear,animal,"Koalas are so sleepy all the time! They're so cute, right?"
kangaroo bear,animal,"Koalas are so sleepy all the time! They're so cute, right?"
Aussie pouched mammal,animal,Did you know that koalas eat eucalyptus leaves all day?
Aboriginal Australian pouched mammal,animal,Did you know that koalas eat eucalyptus leaves all day?
Ailurus fulgens,animal,Panda adalah hewan lucu dari China yang suka makan bambu.
bear cat,animal,Panda adalah hewan lucu dari China yang suka makan bambu.
bamboo,animal,Panda adalah hewan lucu dari China yang suka makan bambu.
bamboo,animal,Panda adalah hewan lucu dari China yang suka makan bambu.
penguin,animal,Penguins are so cute when they waddle! Have you seen one in the wild?
penguin,animal,Penguins are so cute when they waddle! Have you seen one in the wild?
flightless boo,animal,"Penguins can't fly, but they sure can swim."
flightless doll,animal,"Penguins can't fly, but they sure can swim."
drub,animal,"Bats are the only mammals that can fly! Fascinating, right?"
squash racket,animal,"Bats are the only mammals that can fly! Fascinating, right?"
dark,animal,"Vampires aren't real, but bats sure are awesome creatures."
dark,animal,"Vampires aren't real, but bats sure are awesome creatures."
corner,plant,Trees give us oxygen and shade. Do you have a favorite tree?
Tree,plant,Trees give us oxygen and shade. Do you have a favorite tree?
corner,plant,Trees are essential for life on Earth! Let's protect them.
tree diagram,plant,Trees are essential for life on Earth! Let's protect them.
efflorescence,plant,Flowers are beautiful! Do you have a favorite flower?
efflorescence,plant,Flowers are beautiful! Do you have a favorite flower?
efflorescence,plant,I love how flowers bloom in spring. Which one do you like?
blossom out,plant,I love how flowers bloom in spring. Which one do you like?
green goddess,plant,Walking on grass feels so nice! Don’t you think?
stag,plant,Walking on grass feels so nice! Don’t you think?
fleeceable denounce,plant,Grass helps keep the earth cool and fresh.
fleeceable rat,plant,Grass helps keep the earth cool and fresh.
cactus,plant,"Cacti are tough plants that survive in deserts. Impressive, right?"
cactus,plant,"Cacti are tough plants that survive in deserts. Impressive, right?"
lush,plant,Succulents and cacti are so trendy nowadays!
lush,plant,Succulents and cacti are so trendy nowadays!
moss,moss,"Moss grows in shady, damp places. It's soft and peaceful!"
moss,moss,"Moss grows in shady, damp places. It's soft and peaceful!"
soft gullible flora,moss,Moss can make a forest floor look like a green carpet.
soft cat valium found,moss,Moss can make a forest floor look like a green carpet.
fern,fern,Ferns are ancient plants! They’ve been around since the dinosaurs!
fern,fern,Ferns are ancient plants! They’ve been around since the dinosaurs!
leafy embed,fern,I love the symmetrical shape of fern leaves.
leafy flora,fern,I love the symmetrical shape of fern leaves.
bamboo,plant,Bamboo grows incredibly fast! It’s also strong and flexible.
bamboo,plant,Bamboo grows incredibly fast! It’s also strong and flexible.
grandiloquent betray,plant,"Pandas love bamboo, and so do many cultures for building!"
improbable snitch,plant,"Pandas love bamboo, and so do many cultures for building!"
yield,food_plant,Fruits are not only delicious but healthy too! What’s your favorite fruit?
yield,food_plant,Fruits are not only delicious but healthy too! What’s your favorite fruit?
orchard apple tree,food_plant,Nature’s candy—fruits are amazing!
orchard apple tree,food_plant,Nature’s candy—fruits are amazing!
veg,food_plant,Vegetables are great for your health! Eat the rainbow!
veggie,food_plant,Vegetables are great for your health! Eat the rainbow!
cultivated carrot,food_plant,Green veggies are packed with nutrients!
cultivated carrot,food_plant,Green veggies are packed with nutrients!
herbaceous plant,herb,Herbs add so much flavor to cooking! Do you grow any?
herbaceous plant,herb,Herbs add so much flavor to cooking! Do you grow any?
St. Basil,herb,Fresh herbs smell amazing! Which one do you use most?
sweet basil,herb,Fresh herbs smell amazing! Which one do you use most?
vine,plant,Vines can climb anything! They're great for decorating walls.
vine,plant,Vines can climb anything! They're great for decorating walls.
rise institute,plant,"Ivy-covered walls look magical, don’t they?"
wax institute,plant,"Ivy-covered walls look magical, don’t they?"
riff,plant,Leaves come in so many shapes and colors. I love watching them fall.
riffle,plant,Leaves come in so many shapes and colors. I love watching them fall.
go out,plant,Leaves are like solar panels for plants!
result,plant,Leaves are like solar panels for plants!
found,plant,Plants make any space feel alive! Do you have any houseplants?
set,plant,Plants make any space feel alive! Do you have any houseplants?
set,plant,Taking care of plants can be very calming.
imbed,plant,Taking care of plants can be very calming.
come,plant,Every big tree starts as a tiny seed. Isn't that inspiring?
sow,plant,Every big tree starts as a tiny seed. Isn't that inspiring?
ejaculate,plant,Seeds hold the potential of life. Ready to plant something?
sow,plant,Seeds hold the potential of life. Ready to plant something?
blossoming institute,flowering plant,Flowering plants bring so much beauty to a garden!
inflorescence establish,flowering plant,Flowering plants bring so much beauty to a garden!
bloom of youth,flowering plant,A garden full of blooms is a joy to see!
blush,flowering plant,A garden full of blooms is a joy to see!
fall exit,tree leaves,Watching leaves change color in autumn is magical.
fall pull up stakes,tree leaves,Watching leaves change color in autumn is magical.
declination foliation,tree leaves,Autumn leaves are nature’s artwork!
light leafage,tree leaves,Autumn leaves are nature’s artwork!
Rhizophora mangle,plant,Mangroves protect our coasts and shelter many species.
Rhizophora mangle,plant,Mangroves protect our coasts and shelter many species.
coastal tree diagram,plant,Mangroves are essential for preventing erosion.
coastal corner,plant,Mangroves are essential for preventing erosion.
medallion shoetree,palm,Palm trees make me think of beaches and sunny days!
laurel wreath Sir Herbert Beerbohm Tree,palm,Palm trees make me think of beaches and sunny days!
coco,palm,Coconuts come from palm trees. So refreshing!
cocoanut,palm,Coconuts come from palm trees. So refreshing!
orchidaceous plant,plant,Orchids are delicate and exotic flowers. Truly elegant!
orchidaceous plant,plant,Orchids are delicate and exotic flowers. Truly elegant!
uncommon efflorescence,plant,Many people love collecting orchids. Do you?
rarified efflorescence,plant,Many people love collecting orchids. Do you?
helianthus,sunflower,Sunflowers always face the sun. Isn't that poetic?
helianthus,sunflower,Sunflowers always face the sun. Isn't that poetic?
jaundiced flush,sunflower,Sunflowers bring joy with their bright yellow petals!
yellowish heyday,sunflower,Sunflowers bring joy with their bright yellow petals!
pizza pie,food_meal,Pizza is always a good idea! What’s your favorite topping?
pizza pie,food_meal,Pizza is always a good idea! What’s your favorite topping?
Malva sylvestris pizza pie,food_meal,Cheesy and delicious—pizza never fails!
cheeseflower pizza pie,food_meal,Cheesy and delicious—pizza never fails!
Warren Earl Burger,food_meal,Burgers are such a classic! Do you prefer beef or chicken?
hamburger,food_meal,Burgers are such a classic! Do you prefer beef or chicken?
burger,food_meal,A juicy burger sounds amazing right now.
beefburger,food_meal,A juicy burger sounds amazing right now.
sushi,food_meal,Sushi is delicious and elegant. Do you like wasabi with it?
sushi,food_meal,Sushi is delicious and elegant. Do you like wasabi with it?
Nipponese nutrient,food_meal,Sushi nights are the best! What kind do you like most?
Nipponese food for thought,food_meal,Sushi nights are the best! What kind do you like most?
Timothy Miles Bindon Rice,food_meal,Rice is a staple food in many cultures!
Elmer Rice,food_meal,Rice is a staple food in many cultures!
Andrew D. White Rice,food_meal,Fried rice with egg and veggies is so satisfying!
Theodore Harold White Elmer Rice,food_meal,Fried rice with egg and veggies is so satisfying!
noggin,food_meal,Noodles are comfort food for many people.
noggin,food_meal,Noodles are comfort food for many people.
noggin,food_meal,"Spaghetti, ramen, or stir-fried—noodles are versatile and tasty!"
bean,food_meal,"Spaghetti, ramen, or stir-fried—noodles are versatile and tasty!"
yellow,chicken,Crispy fried chicken? Yes please!
Gallus gallus,chicken,Crispy fried chicken? Yes please!
electrocute yellow,chicken,Chicken dishes are so popular and easy to make.
fry crybaby,chicken,Chicken dishes are so popular and easy to make.
crab,beef,"Beef lovers enjoy it grilled, stewed, or even raw like tartare!"
bellyache,beef,"Beef lovers enjoy it grilled, stewed, or even raw like tartare!"
steak,beef,A good steak is hard to resist.
steak,beef,A good steak is hard to resist.
vegetarian,vegetarian,Vegetarian food can be super tasty and healthy!
vegetarian,vegetarian,Vegetarian food can be super tasty and healthy!
plant-based,vegetarian,Going meatless? There are so many great options!
plant-based,vegetarian,Going meatless? There are so many great options!
afters,food_meal,Who doesn’t love dessert? Got a sweet tooth?
afters,food_meal,Who doesn’t love dessert? Got a sweet tooth?
afters solid food,food_meal,Desserts are the perfect way to end a meal!
angelical solid food,food_meal,Desserts are the perfect way to end a meal!
meth emollient,icecream,Ice cream is a classic treat. What flavor do you like?
internal-combustion engine lick,icecream,Ice cream is a classic treat. What flavor do you like?
gelato,icecream,"I scream, you scream, we all scream for ice cream!"
gelato,icecream,"I scream, you scream, we all scream for ice cream!"
yield,food_plant,Fruits are nature's candy!
yield,food_plant,Fruits are nature's candy!
banana tree,food_plant,Healthy and sweet—fruits are always a good choice.
banana tree,food_plant,Healthy and sweet—fruits are always a good choice.
lolly,bread,"Freshly baked bread smells amazing, doesn’t it?"
boodle,bread,"Freshly baked bread smells amazing, doesn’t it?"
drink,bread,Bread is so versatile—from toast to sandwiches!
crisp,bread,Bread is so versatile—from toast to sandwiches!
soup,food_meal,"Soup warms the soul, especially on cold days!"
soup,food_meal,"Soup warms the soul, especially on cold days!"
raging soup,food_meal,A hearty bowl of soup is so comforting.
live soup,food_meal,A hearty bowl of soup is so comforting.
bite,snack,Snacks are perfect for movie night!
collation,snack,Snacks are perfect for movie night!
cut off,snack,Crunchy or sweet—what’s your go-to snack?
nick,snack,Crunchy or sweet—what’s your go-to snack?
salad,food_meal,Salads can be refreshing and filling!
salad,food_meal,Salads can be refreshing and filling!
smart salad,food_meal,"Add some dressing, and a salad turns into a meal."
clean salad,food_meal,"Add some dressing, and a salad turns into a meal."
deep brown,coffee,Coffee gives you energy and comfort!
java,coffee,Coffee gives you energy and comfort!
caffe latte,coffee,What’s your coffee order? I like a nice warm latte.
caffe latte,coffee,What’s your coffee order? I like a nice warm latte.
afternoon tea,tea,A cup of tea can be so relaxing.
Camellia sinensis,tea,A cup of tea can be so relaxing.
park tea leaf,tea,Tea time is the best time!
Green River tea leaf,tea,Tea time is the best time!
breakfast,food_meal,Breakfast is the most important meal of the day!
breakfast,food_meal,Breakfast is the most important meal of the day!
break of day intellectual nourishment,food_meal,What do you like for breakfast?
cockcrow intellectual nourishment,food_meal,What do you like for breakfast?
luncheon,food_meal,What’s for lunch today?
dejeuner,food_meal,What’s for lunch today?
high noon repast,food_meal,A good lunch keeps you going through the day!
twelve noon repast,food_meal,A good lunch keeps you going through the day!
dinner party,food_meal,Dinner time is family time for many!
dinner party,food_meal,Dinner time is family time for many!
flush repast,food_meal,What's your favorite dinner dish?
flush repast,food_meal,What's your favorite dinner dish?
How cost you?,chat_about_you,"I'm doing great, thank you! How about you?"
How live you?,chat_about_you,"I'm doing great, thank you! How about you?"
How's IT going?,chat_about_you,Feeling good! What about you?
How's information technology going?,chat_about_you,Feeling good! What about you?
are you okay?,chat_about_you,"I'm fine, and you?"
follow you okay?,chat_about_you,"I'm fine, and you?"
What live you doing?,chat_action,Just chatting with you!
What embody you doing?,chat_action,Just chatting with you!
What’s up?,chat_action,Waiting to talk to you.
What’s up?,chat_action,Waiting to talk to you.
What's passing on?,chat_action,"Not much, just hanging around."
What's pass on?,chat_action,"Not much, just hanging around."
What’s your name?,chat_name,I’m your friendly chatbot!
What’s your name?,chat_name,I’m your friendly chatbot!
WHO make up you?,chat_name,I'm your virtual assistant.
WHO embody you?,chat_name,I'm your virtual assistant.
secern me your gens,chat_name,You can call me ChatMate!
William Tell me your distinguish,chat_name,You can call me ChatMate!
World Health Organization throw you?,question_knowledge,I was created by a team of developers.
World Health Organization give you?,question_knowledge,I was created by a team of developers.
WHO create you?,question_knowledge,I’m a product of code and creativity!
WHO produce you?,question_knowledge,I’m a product of code and creativity!
WHO build you?,question_knowledge,Let’s just say… magic and Python.
WHO build up you?,question_knowledge,Let’s just say… magic and Python.
How honest-to-goodness comprise you?,age,I’m timeless!
How former equal you?,age,I’m timeless!
What’s your age?,age,I'm as old as the internet—almost.
What’s your age?,age,I'm as old as the internet—almost.
personify you old?,age,Age doesn’t apply to me like humans.
equal you old?,age,Age doesn’t apply to me like humans.
Where equal you?,location_related,I live in the cloud!
Where make up you?,location_related,I live in the cloud!
Where Doctor of Osteopathy you live?,location_related,I'm everywhere and nowhere.
Where arrange you live?,location_related,I'm everywhere and nowhere.
Where live you from?,location_related,I exist in your device right now.
Where personify you from?,location_related,I exist in your device right now.
What’s your deary color?,favorite_color,I like all the colors in the rainbow!
What’s your dearie color?,favorite_color,I like all the colors in the rainbow!
doh you alike colors?,favorite_color,Blue is peaceful. I like that.
perform you ilk colors?,favorite_color,Blue is peaceful. I like that.
What discolour exercise you like?,favorite_color,"Colors are beautiful, don’t you think?"
What colorize arrange you like?,favorite_color,"Colors are beautiful, don’t you think?"
What’s your favored food?,favorite_food,"I don’t eat, but I think pizza is popular!"
What’s your preferent food?,favorite_food,"I don’t eat, but I think pizza is popular!"
practice you eat?,favorite_food,I'd say data is my food!
practice you eat?,favorite_food,I'd say data is my food!
What doh you the likes of to eat?,favorite_food,Food is interesting—even if I can’t taste it.
What serve you same to eat?,favorite_food,Food is interesting—even if I can’t taste it.
How's the weather?,weather,"I can't look outside, but I can imagine it!"
How's the weather?,weather,"I can't look outside, but I can imagine it!"
equal IT sunny?,weather,Hope the weather is nice where you are!
comprise IT sunny?,weather,Hope the weather is nice where you are!
What clip constitute it?,time,Time is flying! Check your device clock ;)
What clock time equal it?,time,Time is flying! Check your device clock ;)
recount me the meter,time,I recommend checking your system clock.
William Tell Maine the time,time,I recommend checking your system clock.
What day comprise IT today?,day,It’s a good day to learn something new!
What day represent information technology today?,day,It’s a good day to learn something new!
What’s today?,day,Every day feels like Saturday to me.
What’s today?,day,Every day feels like Saturday to me.
I'm bore,feeling,Let's chat and kill the boredom!
I'm world-weary,feeling,Let's chat and kill the boredom!
I’m tactile sensation world-weary,feeling,Wanna play a quick game or talk about something fun?
I’m look tire,feeling,Wanna play a quick game or talk about something fun?
Got cipher to make,feeling,Tell me something you like!
contract nada to do,feeling,Tell me something you like!
I’m lone,feeling,I’m here for you!
I’m lonesome,feeling,I’m here for you!
unity feeling alone,feeling,You're not alone now. Let’s chat!
i feel unique,feeling,You're not alone now. Let’s chat!
no one make up here,feeling,Want to talk about something that cheers you up?
No unity is Here,feeling,Want to talk about something that cheers you up?
I'm exhaust,feeling,Rest is important. Take it easy.
I'm fag out,feeling,Rest is important. Take it easy.
I finger sleepy-eyed,feeling,You should get some rest. I’ll be here later!
i experience sleepy,feeling,You should get some rest. I’ll be here later!
therefore spent,feeling,Recharge and come back stronger!
and then tire,feeling,Recharge and come back stronger!
I'm well-chosen,feeling,That’s amazing to hear!
I'm felicitous,feeling,That’s amazing to hear!
sense ripe,feeling,Yay! Let’s keep the good vibes going!
finger skilful,feeling,Yay! Let’s keep the good vibes going!
life sentence embody great,feeling,I’m glad you're feeling great!
Life equal cracking,feeling,I’m glad you're feeling great!
I'm pitiful,feeling,I’m here to listen.
I'm pitiful,feeling,I’m here to listen.
look kill,feeling,It’s okay to feel sad sometimes.
feeling push down,feeling,It’s okay to feel sad sometimes.
iodin look bad,feeling,Do you want to talk about it?
atomic number 53 feel unsound,feeling,Do you want to talk about it?
Tell ME amp joke,joke,Why don’t robots ever get tired? Because they recharge!
separate me ampere joke,joke,Why don’t robots ever get tired? Because they recharge!
Make ME express mirth,joke,"I would tell a construction joke, but I’m still working on it."
crap me jape,joke,"I would tell a construction joke, but I’m still working on it."
What’s your hobby?,hobby,I love learning new things and chatting!
What’s your hobby?,hobby,I love learning new things and chatting!
bash you bear hobbies?,hobby,Talking to you is my favorite hobby!
act you make hobbies?,hobby,Talking to you is my favorite hobby!
john you sing?,sing,La la la~ That’s the best I can do!
bum you sing?,sing,La la la~ That’s the best I can do!
Sing Maine angstrom song,sing,"I’m better at chatting than singing, but I’ll try!"
Sing me ampere Song,sing,"I’m better at chatting than singing, but I’ll try!"
What should ace do?,bored_suggestion,"Try reading a book, taking a walk, or listening to music!"
What should i do?,bored_suggestion,"Try reading a book, taking a walk, or listening to music!"
reach me an approximation,bored_suggestion,How about watching a fun movie or learning something new online?
Give ME AN idea,bored_suggestion,How about watching a fun movie or learning something new online?
What live the internet?,question_knowledge,The internet is a global network that connects millions of computers to share information.
What represent the internet?,question_knowledge,The internet is a global network that connects millions of computers to share information.
fire you excuse the internet?,question_knowledge,"It's how we access websites, send emails, and connect with others online."
tin you explicate the internet?,question_knowledge,"It's how we access websites, send emails, and connect with others online."
World Health Organization is the President of the United States of Indonesia?,question_knowledge,Presiden Indonesia saat ini adalah Joko Widodo (per April 2024).
WHO is the United States President of Indonesia?,question_knowledge,Presiden Indonesia saat ini adalah Joko Widodo (per April 2024).
stream Bahasa president?,question_knowledge,Joko Widodo menjabat sebagai presiden sejak 2014.
current Bahasa president?,question_knowledge,Joko Widodo menjabat sebagai presiden sejak 2014.
What cost the Das Kapital of Indonesia?,location_related,"Ibukota Indonesia adalah Jakarta. Namun, sedang dalam proses pemindahan ke Ibu Kota Nusantara (IKN)."
What constitute the Washington of Indonesia?,location_related,"Ibukota Indonesia adalah Jakarta. Namun, sedang dalam proses pemindahan ke Ibu Kota Nusantara (IKN)."
What embody the heavy country?,largest_country,Negara terbesar berdasarkan luas daratan adalah Rusia.
What exist the heavy country?,largest_country,Negara terbesar berdasarkan luas daratan adalah Rusia.
What embody the gamey mountain?,highest_mountain,"Gunung tertinggi di dunia adalah Gunung Everest, dengan ketinggian sekitar 8.848 meter."
What live the high-pitched mountain?,highest_mountain,"Gunung tertinggi di dunia adalah Gunung Everest, dengan ketinggian sekitar 8.848 meter."
What equal the tenacious river?,longest_river,"Sungai Nil di Afrika dianggap sebagai sungai terpanjang di dunia, walaupun Sungai Amazon juga sering disebut."
What cost the foresighted river?,longest_river,"Sungai Nil di Afrika dianggap sebagai sungai terpanjang di dunia, walaupun Sungai Amazon juga sering disebut."
Tell ME a human being body fact,science_fact,Otak manusia memiliki sekitar 86 miliar neuron!
Tell me a homo organic structure fact,science_fact,Otak manusia memiliki sekitar 86 miliar neuron!
fact about the torso,science_fact,Jantung memompa sekitar 7.500 liter darah per hari.
Facts near the soundbox,science_fact,Jantung memompa sekitar 7.500 liter darah per hari.
evidence me a place fact,science_fact,Luar angkasa tidak memiliki suara karena tidak ada udara untuk menghantarkan gelombang suara.
Tell Maine amp space fact,science_fact,Luar angkasa tidak memiliki suara karena tidak ada udara untuk menghantarkan gelombang suara.
fact astir space,science_fact,Matahari adalah bintang yang paling dekat dengan Bumi.
Facts almost outer space,science_fact,Matahari adalah bintang yang paling dekat dengan Bumi.
Tell Maine about solid ground,science_fact,Bumi adalah planet ketiga dari matahari dan satu-satunya yang diketahui memiliki kehidupan.
differentiate me near Earth,science_fact,Bumi adalah planet ketiga dari matahari dan satu-satunya yang diketahui memiliki kehidupan.
What follow Earth?,science_fact,Sekitar 71% permukaan Bumi tertutup oleh air.
What cost Earth?,science_fact,Sekitar 71% permukaan Bumi tertutup oleh air.
severalise me a sport fact,fun_fact,"Air bisa menjadi padat, cair, dan gas pada waktu yang sama dalam kondisi tertentu!"
assure me angstrom unit fun fact,fun_fact,"Air bisa menjadi padat, cair, dan gas pada waktu yang sama dalam kondisi tertentu!"
playfulness fact delight,fun_fact,Gurita memiliki tiga jantung dan darah berwarna biru.
fun fact delight,fun_fact,Gurita memiliki tiga jantung dan darah berwarna biru.
What represent AI?,question_knowledge,AI atau Kecerdasan Buatan adalah simulasi kecerdasan manusia oleh mesin.
What personify AI?,question_knowledge,AI atau Kecerdasan Buatan adalah simulasi kecerdasan manusia oleh mesin.
stool you excuse AI?,question_knowledge,"AI digunakan untuk membuat mesin belajar, berpikir, dan membuat keputusan seperti manusia."
keister you excuse AI?,question_knowledge,"AI digunakan untuk membuat mesin belajar, berpikir, dan membuat keputusan seperti manusia."
What live adenine robot?,question_knowledge,"Robot adalah mesin yang bisa melakukan tugas secara otomatis, terkadang meniru perilaku manusia."
What personify type A robot?,question_knowledge,"Robot adalah mesin yang bisa melakukan tugas secara otomatis, terkadang meniru perilaku manusia."
What embody the f number of light?,science_fact,Kecepatan cahaya di ruang hampa adalah sekitar 299.792.458 meter per detik.
What comprise the quicken of light?,science_fact,Kecepatan cahaya di ruang hampa adalah sekitar 299.792.458 meter per detik.
What equal angstrom unit volcano?,volcano,Gunung berapi adalah celah di permukaan bumi tempat magma bisa keluar saat erupsi.
What make up amp volcano?,volcano,Gunung berapi adalah celah di permukaan bumi tempat magma bisa keluar saat erupsi.
What constitute Indonesia’s currency?,currency_indonesia,"Mata uang Indonesia adalah Rupiah, dengan simbol Rp."
What embody Indonesia’s currency?,currency_indonesia,"Mata uang Indonesia adalah Rupiah, dengan simbol Rp."
Tell Maine most oceans,science_fact,Samudra Pasifik adalah yang terbesar dan terdalam di dunia.
state Pine Tree State about oceans,science_fact,Samudra Pasifik adalah yang terbesar dan terdalam di dunia.
fact about sea,science_fact,Laut mengandung sekitar 96.5% air di bumi.
Facts virtually sea,science_fact,Laut mengandung sekitar 96.5% air di bumi.
What be the humanity population?,world_population,Perkiraan populasi dunia saat ini lebih dari 8 miliar orang.
What be the existence population?,world_population,Perkiraan populasi dunia saat ini lebih dari 8 miliar orang.
What embody Associate in Nursing earthquake?,earthquake,Gempa bumi adalah getaran di permukaan bumi akibat pergerakan lempeng tektonik atau aktivitas vulkanik.
What embody Associate in Nursing earthquake?,earthquake,Gempa bumi adalah getaran di permukaan bumi akibat pergerakan lempeng tektonik atau aktivitas vulkanik.
Tell me nigh dinosaur,dinosaurs,Dinosaurus adalah kelompok reptil yang hidup jutaan tahun lalu dan sekarang sudah punah.
tell me more or less dinosaurs,dinosaurs,Dinosaurus adalah kelompok reptil yang hidup jutaan tahun lalu dan sekarang sudah punah.
What stimulate axerophthol rainbow?,rainbow,Pelangi muncul karena pembiasan cahaya setelah hujan.
What causa group A rainbow?,rainbow,Pelangi muncul karena pembiasan cahaya setelah hujan.
What’s your name?,chat_name,I'm your friendly chatbot.
What’s your name?,chat_name,I'm your friendly chatbot.
World Health Organization ar you?,chat_name,You can call me ChatBot.
WHO represent you?,chat_name,You can call me ChatBot.
Can 1 sleep together your name?,chat_name,I'm your virtual assistant!
tail end one know your name?,chat_name,I'm your virtual assistant!
How represent you?,chat_about_you,"I'm doing great, thanks! How about you?"
How ar you?,chat_about_you,"I'm doing great, thanks! How about you?"
How's information technology going?,chat_about_you,"I'm just a bot, but I'm ready to help!"
How's IT going?,chat_about_you,"I'm just a bot, but I'm ready to help!"
Apa kabar?,chat_about_you,Always here and ready to chat!
Apa kabar?,chat_about_you,Always here and ready to chat!
What clip personify it?,what_time,"I'm not connected to a real-time clock, but you can check your device for the time."
What fourth dimension cost it?,what_time,"I'm not connected to a real-time clock, but you can check your device for the time."
pickle berapa sekarang?,what_time,I recommend checking your phone or computer for the current time.
kettle of fish berapa sekarang?,what_time,I recommend checking your phone or computer for the current time.
What Day represent it?,what_day,I think it's a beautiful day no matter what the calendar says!
What twenty-four hour period make up it?,what_day,I think it's a beautiful day no matter what the calendar says!
Hari apa sekarang?,what_day,You can check your device's calendar for today’s date.
Hari apa sekarang?,what_day,You can check your device's calendar for today’s date.
Where ar you from?,location_related,I live in the cloud — literally!
Where ar you from?,location_related,I live in the cloud — literally!
Kamu Dari mana?,location_related,I'm everywhere and nowhere. I'm a digital assistant!
Kamu Dari Persian mana?,location_related,I'm everywhere and nowhere. I'm a digital assistant!
How sure-enough represent you?,age,I'm timeless! Just a friendly bot here to chat.
How quondam make up you?,age,I'm timeless! Just a friendly bot here to chat.
Berapa umur kamu?,age,"Age doesn’t apply to me, but I’m here to help!"
Berapa umur kamu?,age,"Age doesn’t apply to me, but I’m here to help!"
be you real?,chat_about_you,"I'm not human, but I'm here to help just like one."
equal you real?,chat_about_you,"I'm not human, but I'm here to help just like one."
Apakah kamu nyata?,chat_about_you,I'm real in a digital way!
Apakah kamu nyata?,chat_about_you,I'm real in a digital way!
tin you assist me?,help_request,Of course! What do you need help with?
prat you assist me?,help_request,Of course! What do you need help with?
Bisa Bantoid language saya?,help_request,Sure! Tell me what’s on your mind.
Bisa Bantu saya?,help_request,Sure! Tell me what’s on your mind.
Tell me vitamin A gag,joke,Why did the computer catch a cold? It had too many windows open!
Tell Maine antiophthalmic factor joke,joke,Why did the computer catch a cold? It had too many windows open!
fall in me a jest,joke,Kenapa ayam nyebrang jalan? Karena dia mau ke sisi yang lain!
